symbol,strategy,entry_date,entry_price,exit_date,exit_price,pnl_pct,entry_pos,exit_reason,initial_stop,stop_on_exit
601016,S2,2025-06-17,2.93,2025-06-20,2.86,-0.02429078498293525,0.2,hit_stop,2.8330149326428566,2.870011067168645
601018,S2,2025-03-14,3.53785796,2025-03-28,3.65449064,0.03256703296703295,0.2,hit_stop,3.4294451069714285,3.799993796056
601018,S1,2025-05-22,3.71,2025-05-27,3.63,-0.02196334231805932,0.07829144765801362,ema50_break or macd_dead,3.491787518842857,3.491787518842857
601018,S1,2025-06-26,3.67,2025-07-01,3.68,0.002324795640327038,0.14113058287095517,eod_close,3.539978571428571,3.539978571428571
601021,S1,2025-06-03,58.24,2025-06-05,57.29,-0.016711813186813237,0.1161244872683476,ema50_break or macd_dead,55.88545714285714,55.88545714285714
601028,S2,2025-02-05,13.01,2025-02-17,11.71,-0.10032313604919285,0.16253121513203336,hit_stop,11.517192857142858,12.579680637051789
601028,S2,2025-03-13,12.74,2025-04-15,12.83,0.006664364207221339,0.2,midband_fail,11.402407142857143,11.838841281356967
601033,S3,2024-08-12,13.9893012,2024-08-22,13.39319352,-0.0430116838487972,0.13806594355404458,hit_stop,13.547549697600001,13.547549697600001
601033,S2,2025-02-25,13.82585232,2025-03-04,13.38357888,-0.03238887343532679,0.2,hit_stop,13.0480760172,13.41050195214095
601033,S1,2025-06-06,15.97,2025-06-10,16.0,0.001478522229179672,0.10525031441818565,ema50_break or macd_dead,15.258957142857144,15.258957142857144
601038,S2,2025-02-18,14.64031352,2025-02-28,14.00505292,-0.04379118825100125,0.2,hit_stop,13.614472364285714,14.2689304
601038,S2,2025-03-27,14.14187828,2025-03-31,13.682536,-0.03288099516240494,0.2,hit_stop,13.722829672342856,13.722829672342856
601038,S3,2025-04-07,13.18410076,2025-04-10,13.31115288,0.009236767976278733,0.11071492244606884,mean_revert_tp,11.5901830484,11.5901830484
601038,S3,2025-05-27,12.62702608,2025-05-30,13.682536,0.08319133126934988,0.2,mean_revert_tp,12.401152541828573,12.401152541828573
601058,S2,2025-06-27,12.84,2025-07-01,13.03,0.014397507788161956,0.2,eod_close,12.020592399935714,12.44232363359412
601065,S2,2025-03-14,8.58817512,2025-03-31,8.4713292,-0.01400544217687088,0.2,hit_stop,8.361410573828572,8.553666635820996
601066,S1,2025-05-07,23.58,2025-05-09,23.69,0.004264970313825402,0.19593948198278,ema50_break or macd_dead,23.095221428571428,23.095221428571428
601066,S1,2025-05-08,23.69,2025-05-12,23.49,-0.008842380751372005,0.19580131076429827,ema50_break or macd_dead,23.12402857142857,23.12402857142857
601066,S1,2025-05-13,23.85,2025-05-16,23.78,-0.0033350104821803055,0.18384554420570634,ema50_break or macd_dead,23.211085714285716,23.211085714285716
601066,S1,2025-05-15,23.78,2025-05-19,23.56,-0.00965147182506318,0.14924411267151816,ema50_break or macd_dead,23.021978571428573,23.021978571428573
601066,S1,2025-05-16,23.56,2025-05-20,23.63,0.002571137521222423,0.14680001067701173,ema50_break or macd_dead,22.767207142857146,22.767207142857146
601066,S1,2025-05-19,23.63,2025-05-21,23.52,-0.005055099449851859,0.14789881315213918,ema50_break or macd_dead,22.77317142857143,22.77317142857143
601066,S1,2025-05-21,23.42,2025-05-23,23.38,-0.002107941929974496,0.1517520514526506,ema50_break or macd_dead,22.687028571428574,22.687028571428574
601083,S3,2024-08-20,8.2912858,2024-09-09,8.05026005,-0.029469767441860507,0.18741080846311367,hit_stop,8.0982310607,8.0982310607
601083,S3,2024-12-31,9.27080448,2025-01-10,8.94910464,-0.035100315457413336,0.18476211600310502,hit_stop,9.0294042624,9.0294042624
601083,S1,2025-05-20,11.5032064,2025-05-23,11.61043968,0.008922033898305162,0.047950164929258556,ema50_break or macd_dead,10.4084938752,10.4084938752
601088,S3,2025-01-15,39.35,2025-02-18,37.0,-0.06012045743329101,0.13060049486105824,hit_stop,37.70885714285714,37.70885714285714
601088,S3,2025-02-21,35.08,2025-03-12,36.35,0.03580296465222358,0.17760534694931274,mean_revert_tp,34.38397142857143,34.38397142857143
601088,S2,2025-05-15,39.95,2025-06-04,39.24,-0.01817221526908638,0.2,midband_fail,38.19978571428572,38.19978571428572
601096,S3,2024-08-20,3.6741111,2024-08-23,3.5748108,-0.02742702702702712,0.15860379669320301,hit_stop,3.558284392928572,3.558284392928572
601096,S3,2024-08-22,3.5748108,2024-09-04,3.73369128,0.044044444444444476,0.14706572769953066,mean_revert_tp,3.4340880891428576,3.4340880891428576
601096,S3,2025-01-02,4.25966572,2025-01-14,4.02080596,-0.05647476635514028,0.11819782330345698,hit_stop,4.022284615657143,4.022284615657143
601096,S2,2025-02-17,4.39900058,2025-03-03,4.18999829,-0.04791131221719455,0.2,hit_stop,4.105722026464286,4.22598914306593
601096,S3,2025-04-07,3.84166114,2025-04-24,4.13028335,0.07472953367875654,0.13122875182127253,mean_revert_tp,3.695288447785714,3.695288447785714
601098,S1,2025-06-26,13.78,2025-06-30,13.34,-0.03233033381712623,0.16550280527769667,ema50_break or macd_dead,13.363692857142857,13.363692857142857
601098,S1,2025-06-27,13.34,2025-07-01,13.14,-0.015392503748125883,0.16621093073967663,hit_stop,13.307271428571429,13.307271428571429
601101,S3,2024-11-27,8.35,2024-12-04,8.86,0.060677844311377224,0.13556338028169007,mean_revert_tp,8.051657142857142,8.051657142857142
601101,S3,2024-12-23,8.12,2025-01-10,7.71,-0.05089261083743833,0.127478245267785,hit_stop,7.801514285714285,7.801514285714285
601101,S3,2025-02-21,7.14,2025-03-11,7.3,0.022008963585434194,0.1570892018779342,mean_revert_tp,6.9417857142857144,6.9417857142857144
601101,S2,2025-05-14,7.36,2025-05-28,7.23,-0.018063043478260855,0.2,hit_stop,6.990264285714286,7.265154291333145
601106,S2,2025-03-21,2.92,2025-04-01,2.78,-0.0483452054794521,0.2,midband_fail,2.6844,2.6844
601106,S2,2025-05-12,2.74,2025-05-23,2.66,-0.029597080291970827,0.2,hit_stop,2.5759214285714287,2.67304110343751
601106,S2,2025-06-30,2.8,2025-07-01,2.81,0.003171428571428654,0.2,eod_close,2.6630928571428574,2.7106550714606534
601107,S3,2024-09-06,4.45112948,2024-09-12,4.18367964,-0.06048583690987111,0.10233274647887318,hit_stop,4.2245612584,4.2245612584
601107,S2,2025-05-15,5.60689486,2025-06-27,6.1,0.087546207716119,0.2,midband_fail,5.346874940299999,6.060057780648205
601108,S1,2025-05-07,7.39,2025-05-09,7.43,0.005012719891745607,0.17977916998373214,ema50_break or macd_dead,7.213635714285714,7.213635714285714
601108,S1,2025-05-08,7.43,2025-05-12,7.35,-0.011167160161507412,0.18082439771619563,ema50_break or macd_dead,7.214828571428572,7.214828571428572
601108,S2,2025-06-09,7.59,2025-06-20,7.4,-0.025432938076416275,0.2,hit_stop,7.343307142857142,7.504023695763325
601111,S3,2025-02-11,7.08,2025-02-28,7.18,0.013724293785310685,0.11170548934633436,mean_revert_tp,6.7535428571428575,6.7535428571428575
601111,S1,2025-06-04,7.86,2025-06-06,7.86,-0.0004,0.11589452673600158,ema50_break or macd_dead,7.540035714285714,7.540035714285714
601113,S2,2025-02-25,4.35,2025-03-24,4.3,-0.011894252873563178,0.2,midband_fail,3.9079214285714285,4.034203501173622
601113,S3,2025-04-07,3.75,2025-05-07,3.98,0.06093333333333333,0.09936582847872567,mean_revert_tp,3.6562714285714284,3.6562714285714284
601113,S2,2025-05-13,4.26,2025-05-23,4.08,-0.0426535211267605,0.18298109010011124,hit_stop,3.8729142857142853,4.118437724276239
601113,S1,2025-05-22,4.08,2025-05-26,4.04,-0.010203921568627459,0.08616101131071185,ema50_break or macd_dead,3.833814285714286,3.833814285714286
601117,S2,2025-03-17,7.5,2025-03-31,7.33,-0.02306666666666666,0.2,midband_fail,7.1261214285714285,7.336218542130584
601118,S3,2024-11-26,5.42,2024-12-02,5.8,0.06971070110701105,0.10044477390659748,mean_revert_tp,5.1502,5.1502
601118,S2,2025-02-14,5.45,2025-02-26,5.2,-0.046271559633027516,0.2,hit_stop,5.0922214285714285,5.3093809162849
601118,S3,2025-03-13,5.03,2025-03-21,5.18,0.029421073558648002,0.1556382319071662,mean_revert_tp,4.858728571428571,4.858728571428571
601128,S3,2025-02-24,6.1599375,2025-03-14,6.1951875,0.005322460658083048,0.2,mean_revert_tp,6.007090982142857,6.007090982142857
601133,S3,2024-08-20,9.49255648,2024-08-28,9.14933388,-0.03655702479338832,0.13145539906103287,hit_stop,9.131500313885713,9.131500313885713
601133,S3,2024-08-27,9.14933388,2024-09-09,9.50236284,0.03818520900321539,0.1175514626218851,mean_revert_tp,8.732003216571428,8.732003216571428
601133,S3,2025-01-03,10.42216798,2025-01-17,11.20111904,0.0743398297067172,0.07845560503718224,mean_revert_tp,9.711801236657143,9.711801236657143
601133,S1,2025-05-09,10.97433582,2025-05-13,11.02363652,0.004092362982929008,0.1231912832160613,ema50_break or macd_dead,10.481617581242858,10.481617581242858
601133,S1,2025-05-13,11.02363652,2025-05-15,10.9447554,-0.007555635062611819,0.1292222185463328,ema50_break or macd_dead,10.578141308885716,10.578141308885716
601133,S1,2025-05-14,10.9447554,2025-05-16,10.78699316,-0.014814414414414438,0.1321606079625452,ema50_break or macd_dead,10.55914645347143,10.55914645347143
601133,S1,2025-05-15,10.78699316,2025-05-19,10.82643372,0.003256307129798992,0.1317365269461078,ema50_break or macd_dead,10.434493155,10.434493155
601133,S2,2025-06-04,11.35888128,2025-06-06,11.34,-0.002062248203372405,0.2,hit_stop,10.801318534828571,11.550264062823402
601133,S2,2025-06-06,11.34,2025-06-18,11.15,-0.01715485008818338,0.2,midband_fail,10.804649346400002,11.123436172521728
601136,S3,2024-09-10,17.4625325,2024-09-25,19.46822909,0.11445714285714305,0.10335073612113671,mean_revert_tp,16.70317605612857,16.70317605612857
601136,S2,2025-02-26,21.4,2025-03-05,20.63,-0.03638130841121493,0.2,hit_stop,19.958057142857147,20.67890935599381
601136,S2,2025-06-25,20.18,2025-07-01,19.8,-0.01923052527254703,0.2,eod_close,18.69202857142857,18.69202857142857
601137,S3,2024-12-03,17.0988576,2024-12-20,17.45832222,0.020622727272727313,0.08539425529555285,mean_revert_tp,16.097686178057142,16.097686178057142
601137,S3,2025-04-07,16.6130946,2025-05-06,17.0502813,0.025915789473684305,0.07407181389899194,mean_revert_tp,15.709103535942857,15.709103535942857
601137,S1,2025-05-09,17.80807158,2025-05-13,18.38127192,0.03178767048554281,0.11853288727708892,ema50_break or macd_dead,16.814943005442856,16.814943005442856
601137,S1,2025-05-16,17.487468,2025-05-20,17.6817732,0.01071111111111104,0.11447799265517296,ema50_break or macd_dead,16.798003755685713,16.798003755685713
601137,S1,2025-05-19,17.6817732,2025-05-21,17.96351574,0.015534065934065923,0.11558700780257658,ema50_break or macd_dead,16.916904659142855,16.916904659142855
601137,S1,2025-05-21,17.74006476,2025-05-23,17.40974592,-0.019019934282584906,0.11523799248350144,ema50_break or macd_dead,17.016819168771427,17.016819168771427
601137,S1,2025-05-22,17.40974592,2025-05-26,17.21544072,-0.011560714285714212,0.12026664374600082,ema50_break or macd_dead,16.751127626185713,16.751127626185713
601137,S1,2025-05-23,17.21544072,2025-05-27,17.31259332,0.005243340857787876,0.11753743697439244,ema50_break or macd_dead,16.511008035814285,16.511008035814285
601137,S1,2025-06-05,17.49,2025-06-09,17.59,0.005317552887364289,0.15320766185884518,ema50_break or macd_dead,16.977247965700002,16.977247965700002
601139,S3,2024-12-20,6.7196103,2025-01-02,6.8951589,0.025724818577648755,0.2,mean_revert_tp,6.582821716285714,6.582821716285714
601139,S3,2025-02-28,6.3490077,2025-03-10,6.4075239,0.008816589861751243,0.2,mean_revert_tp,6.249237579,6.249237579
601139,S2,2025-03-25,6.6513414,2025-04-01,6.4952982,-0.02386041055718476,0.2,hit_stop,6.3998331994285715,6.4974285810696975
601139,S2,2025-06-19,6.38,2025-07-01,6.36,-0.0035347962382444474,0.2,eod_close,6.238168086357144,6.340352067051925
601155,S3,2024-12-23,12.14,2025-01-10,11.44,-0.05806062602965412,0.08540861098311063,hit_stop,11.466957142857142,11.466957142857142
601155,S2,2025-02-13,12.3,2025-03-21,13.11,0.06545365853658526,0.1470512886201774,midband_fail,11.077278571428572,12.372468472324893
601155,S3,2025-05-23,12.54,2025-06-05,12.8,0.020333652312599804,0.12106035031406515,mean_revert_tp,11.983728571428571,11.983728571428571
601155,S1,2025-06-19,13.42,2025-06-30,13.49,0.004816095380029827,0.09817015184291104,hit_stop,12.736492857142856,14.14
601155,S1,2025-06-27,13.49,2025-07-01,13.6,0.007754188287620417,0.09378916585433783,eod_close,12.751900000000001,12.751900000000001
601156,S3,2025-02-17,14.23644768,2025-03-17,13.9333365,-0.021691208791208803,0.0983895174324637,mean_revert_tp,13.559378319771428,13.559378319771428
601156,S3,2025-04-07,11.85066936,2025-04-21,11.81155824,-0.003700330033003249,0.14992632192179847,hit_stop,11.814617288314286,11.814617288314286
601158,S2,2025-03-11,4.79026452,2025-04-01,4.70263773,-0.018692682926829237,0.2,hit_stop,4.525756795328571,4.70263773
601158,S1,2025-05-16,4.80000083,2025-05-26,4.75131928,-0.010541987829614689,0.2,hit_stop,4.671356356871429,4.755670639841191
601163,S2,2025-03-10,15.25,2025-04-01,15.16,-0.006301639344262286,0.2,hit_stop,14.882935714285713,15.313498417318328
601169,S2,2025-03-19,6.06,2025-04-08,5.9,-0.026802640264026283,0.2,hit_stop,5.819642857142857,6.03299919795517
601169,S1,2025-05-16,6.19,2025-05-29,6.24,0.007677544426494316,0.1569951007076756,ema50_break or macd_dead,5.983178571428571,5.983178571428571
601179,S3,2024-08-27,6.4292616,2024-09-02,6.8558947,0.06595802469135804,0.11032054395337544,mean_revert_tp,6.147343581428571,6.147343581428571
601179,S2,2025-03-25,6.9,2025-04-01,6.62,-0.040979710144927566,0.2,midband_fail,6.597807142857143,6.597807142857143
601179,S3,2025-06-18,6.13,2025-06-20,6.01,-0.019975856443719433,0.2,hit_stop,6.045671428571429,6.045671428571429
601179,S3,2025-06-19,6.01,2025-07-01,6.12,0.017902828618968438,0.2,eod_close,5.919585714285714,5.919585714285714
601186,S3,2024-08-29,7.79,2024-09-03,7.34,-0.0581663671373556,0.2,hit_stop,7.621628571428571,7.621628571428571
601186,S3,2025-01-08,8.54,2025-02-10,8.53,-0.001570960187353605,0.16764475743349025,mean_revert_tp,8.314400000000001,8.314400000000001
601186,S3,2025-04-07,7.59,2025-04-23,8.1,0.06679367588932804,0.16577340147077163,mean_revert_tp,7.3707714285714285,7.3707714285714285
601199,S2,2025-03-14,5.24854416,2025-04-01,5.15062356,-0.019056716417910475,0.2,hit_stop,5.053171580014285,5.216162857167124
601199,S2,2025-05-12,5.31708858,2025-05-26,5.15062356,-0.031707550644567296,0.2,hit_stop,5.069265530057143,5.186278575925789
601200,S2,2025-02-24,7.9502444,2025-03-10,7.87123576,-0.010337888198757717,0.2,midband_fail,7.644078865657143,7.8671421481364465
601200,S1,2025-04-28,7.72309456,2025-04-30,7.79222712,0.008551406649616356,0.2,ema50_break or macd_dead,7.571750688342857,7.571750688342857
601200,S1,2025-04-29,7.79222712,2025-05-06,7.79222712,-0.0004,0.2,ema50_break or macd_dead,7.5830799629714285,7.5830799629714285
601200,S1,2025-04-30,7.79222712,2025-05-07,7.8514836,0.007204562737642607,0.2,ema50_break or macd_dead,7.6099005745142865,7.6099005745142865
601200,S1,2025-05-06,7.8514836,2025-05-08,7.8021032,-0.006689308176100571,0.2,ema50_break or macd_dead,7.663993275542857,7.663993275542857
601200,S1,2025-05-08,7.83173144,2025-05-12,7.82185536,-0.001661034047919373,0.2,ema50_break or macd_dead,7.654117195542857,7.654117195542857
601200,S1,2025-05-09,7.82185536,2025-05-13,7.8514836,0.0033878787878787986,0.2,ema50_break or macd_dead,7.640255411828571,7.640255411828571
601200,S1,2025-05-12,7.8514836,2025-05-14,7.81197928,-0.00543144654088048,0.2,ema50_break or macd_dead,7.678130178628571,7.678130178628571
601200,S1,2025-05-13,7.81197928,2025-05-16,7.83173144,0.002128445006321157,0.2,ema50_break or macd_dead,7.691540484400001,7.691540484400001
601200,S1,2025-05-15,7.83173144,2025-05-19,7.78235104,-0.006705170239596525,0.2,ema50_break or macd_dead,7.6840205549142855,7.6840205549142855
601200,S1,2025-05-16,7.78235104,2025-05-23,7.8021032,0.002138071065989893,0.2,ema50_break or macd_dead,7.608997618628571,7.608997618628571
601200,S1,2025-05-22,7.8021032,2025-05-26,7.74284672,-0.00799493670886078,0.2,ema50_break or macd_dead,7.667802620685714,7.667802620685714
601200,S1,2025-05-27,7.82185536,2025-06-17,7.93,0.013425957528317158,0.2,ema50_break or macd_dead,7.692267081714285,7.692267081714285
601200,S1,2025-06-27,7.95,2025-07-01,7.92,-0.004173584905660409,0.2,eod_close,7.772956749942857,7.772956749942857
601211,S2,2025-03-04,18.1,2025-03-18,17.81,-0.016422099447513962,0.2,midband_fail,17.36782142857143,17.36782142857143
601211,S1,2025-04-29,17.26,2025-05-06,17.33,0.0036556199304748974,0.2,ema50_break or macd_dead,16.798285714285715,16.798285714285715
601211,S1,2025-05-21,17.6,2025-05-26,17.46,-0.008354545454545486,0.2,ema50_break or macd_dead,17.201128571428573,17.201128571428573
601211,S1,2025-06-19,18.37,2025-06-23,18.33,-0.0025774632553077137,0.15006315494011974,ema50_break or macd_dead,17.719257142857142,17.719257142857142
601216,S2,2025-02-11,5.40697212,2025-03-03,5.55284367,0.026578417266187024,0.15894333534986899,midband_fail,4.906042271035714,5.326338597400009
601216,S3,2025-04-03,5.0568804,2025-04-08,4.74568776,-0.0619384615384615,0.14924160346695559,hit_stop,5.1788290158,5.1788290158
601216,S3,2025-04-07,4.74568776,2025-04-22,5.20275195,0.095911475409836,0.10771235341564814,mean_revert_tp,4.599580037014286,4.599580037014286
601216,S1,2025-04-28,5.23192626,2025-04-30,5.28055011,0.008893680297397817,0.10341932956516879,ema50_break or macd_dead,4.886432966957143,4.886432966957143
601216,S1,2025-04-29,5.28055011,2025-05-06,5.4458712,0.030907550644567208,0.11872589898736567,ema50_break or macd_dead,5.0395355780785716,5.0395355780785716
601216,S1,2025-04-30,5.4458712,2025-05-16,5.29027488,-0.028971428571428554,0.12691934566620958,ema50_break or macd_dead,5.063180661707143,5.266257077560026
601216,S1,2025-05-15,5.29027488,2025-05-20,5.31944919,0.005114705882352969,0.12880979613806104,ema50_break or macd_dead,5.112964537842857,5.112964537842857
601216,S1,2025-05-19,5.31944919,2025-05-22,5.29999965,-0.004056307129798921,0.12393591195986411,ema50_break or macd_dead,5.104844354892857,5.104844354892857
601216,S1,2025-05-21,5.29999965,2025-05-23,5.2513758,-0.00957431192660555,0.1290639060861329,ema50_break or macd_dead,5.094675023978572,5.094675023978572
601216,S1,2025-06-09,5.33,2025-06-11,5.3,-0.006028517823639822,0.13808923962052447,ema50_break or macd_dead,5.137008858378572,5.275018583455979
601216,S2,2025-06-12,5.55,2025-06-20,5.27,-0.050850450450450495,0.2,hit_stop,5.1679201243428565,5.3486063100488375
601216,S1,2025-06-19,5.27,2025-06-23,5.16,-0.02127286527514221,0.09851591927259726,ema50_break or macd_dead,5.012023005064286,5.012023005064286
601216,S1,2025-06-26,5.43,2025-07-01,5.46,0.005124861878453084,0.09265679167979839,eod_close,5.165364285714286,5.165364285714286
601225,S2,2025-05-21,19.7495386,2025-06-05,19.05027264,-0.035806698564593384,0.2,hit_stop,18.4080819016,19.229073034458423
601228,S2,2025-03-18,3.23,2025-04-01,3.2,-0.009687925696594366,0.2,midband_fail,3.1341999999999994,3.184028257818104
601228,S2,2025-05-13,3.28,2025-05-26,3.23,-0.015643902439024335,0.2,midband_fail,3.1589571428571426,3.219306511103467
601229,S2,2025-02-19,9.2061814,2025-02-25,8.9123671,-0.032314893617021195,0.2,hit_stop,8.80429940222857,8.953256022149148
601229,S2,2025-03-31,9.63710904,2025-05-28,10.53813956,0.0930959349593495,0.2,midband_fail,9.103955010335715,9.854006673784001
601233,S3,2025-03-21,12.02,2025-04-07,10.65,-0.11437670549084852,0.1882059127930521,hit_stop,11.63252857142857,11.63252857142857
601236,S3,2025-04-07,7.05516955,2025-05-07,7.57814016,0.07372587412587422,0.13513513513513514,mean_revert_tp,6.7466168901,6.7466168901
601236,S1,2025-05-06,7.57814016,2025-05-08,7.43012961,-0.019931250000000053,0.2,ema50_break or macd_dead,7.253574168214286,7.253574168214286
601236,S1,2025-05-07,7.43012961,2025-05-09,7.45973172,0.003584063745019907,0.1932233094786037,ema50_break or macd_dead,7.266697770314285,7.266697770314285
601236,S1,2025-05-08,7.45973172,2025-05-12,7.48,0.0023170253248733044,0.19230629649791328,ema50_break or macd_dead,7.275388104035715,7.275388104035715
601236,S1,2025-05-09,7.48,2025-05-28,8.17,0.09184598930481276,0.19509129888371404,hit_stop,7.249317102871428,8.172454258355021
601236,S1,2025-05-27,8.17,2025-05-30,8.11,-0.007743941248470073,0.08398764428942532,ema50_break or macd_dead,7.646000236178573,7.646000236178573
601238,S2,2025-02-06,8.96602367,2025-03-03,8.7765304,-0.0215345939933259,0.2,hit_stop,8.33655694705,8.902047189243362
601238,S3,2025-05-27,7.79914406,2025-06-06,7.62959745,-0.02213913043478253,0.2,hit_stop,7.635552952771429,7.635552952771429
601311,S3,2024-08-21,7.07,2024-08-29,7.16,0.01232984441301271,0.14581607290803633,mean_revert_tp,6.7985999999999995,6.7985999999999995
601311,S2,2025-02-24,8.33,2025-03-24,8.75,0.05002016806722689,0.2,midband_fail,7.979328571428571,8.382728631177242
601311,S3,2025-04-07,7.4,2025-04-22,8.12,0.09689729729729714,0.10726529263557887,mean_revert_tp,7.074128571428571,7.074128571428571
601311,S1,2025-05-22,8.54,2025-05-26,8.45,-0.010938641686182653,0.1798814431438635,ema50_break or macd_dead,8.302621428571427,8.302621428571427
601318,S3,2024-11-25,52.5,2024-12-09,54.95,0.04626666666666672,0.10948368708235905,mean_revert_tp,50.16918571428572,50.16918571428572
601318,S1,2025-04-29,51.1,2025-05-06,51.0,-0.0023569471624266423,0.2,ema50_break or macd_dead,49.85127857142857,49.85127857142857
601318,S1,2025-04-30,51.0,2025-05-07,51.42,0.007835294117647093,0.2,ema50_break or macd_dead,49.56127857142857,49.56127857142857
601318,S1,2025-05-06,51.42,2025-05-29,53.3,0.03616164916374943,0.2,ema50_break or macd_dead,49.64650714285714,51.57700729063956
601318,S2,2025-06-24,56.8,2025-07-01,55.7,-0.019766197183098494,0.2,eod_close,53.267292857142856,53.267292857142856
601319,S1,2025-04-29,7.14,2025-05-30,8.13,0.1382554621848741,0.1301414637972961,hit_stop,6.836835714285714,8.13
601328,S2,2025-06-20,7.94,2025-07-01,8.1,0.01975113350125935,0.2,eod_close,7.606635714285715,7.839744452600434
601330,S2,2025-02-26,6.44,2025-03-11,6.25,-0.029903105590062172,0.2,midband_fail,6.146585714285714,6.2697520528340185
601330,S1,2025-06-05,7.33,2025-06-12,7.29,-0.005857025920873129,0.14914830533108533,ema50_break or macd_dead,7.084271428571428,7.084271428571428
601330,S2,2025-06-24,7.61,2025-07-01,7.71,0.012740604467805472,0.2,eod_close,7.245757142857142,7.441667128311906
601336,S2,2025-03-14,53.39,2025-04-08,47.68,-0.10734886682899421,0.18127073208362254,hit_stop,47.64151428571429,49.04323115469569
601336,S1,2025-05-07,49.1,2025-05-09,49.92,0.016300610997963344,0.13812455249821012,hit_stop,47.54429285714286,50.084406955008006
601336,S1,2025-05-09,49.8,2025-05-27,50.2,0.0076321285140563385,0.12873880031500282,ema50_break or macd_dead,47.587114285714286,49.71798415693147
601339,S3,2025-01-03,4.80254214,2025-01-17,5.02083951,0.04505454545454549,0.11302499682781389,mean_revert_tp,4.617301228885714,4.617301228885714
601339,S2,2025-03-06,5.48590782,2025-03-12,5.02083951,-0.08517508650519037,0.2,hit_stop,4.9279207599,5.022756260838287
601339,S3,2025-06-19,4.65,2025-06-30,4.75,0.021105376344085942,0.2,mean_revert_tp,4.529585714285714,4.529585714285714
601360,S3,2024-08-22,6.67450068,2024-09-20,6.89236272,0.03224094955489614,0.13984324356178918,mean_revert_tp,6.474053456314286,6.474053456314286
601360,S1,2025-04-28,9.84340308,2025-04-30,9.86320872,0.0016120724346075966,0.09502262443438904,ema50_break or macd_dead,9.400506528942856,9.400506528942856
601360,S1,2025-04-29,9.86320872,2025-05-06,10.1999046,0.03373654618473902,0.10574305933587358,ema50_break or macd_dead,9.425136256971427,9.425136256971427
601360,S1,2025-04-30,10.1999046,2025-05-12,10.43757228,0.022900970873786355,0.10640257945647151,ema50_break or macd_dead,9.654535082271428,10.225474972971773
601360,S1,2025-05-09,10.43757228,2025-05-13,10.5465033,0.010036432637571157,0.08195198388270179,ema50_break or macd_dead,9.72637296792857,9.72637296792857
601360,S1,2025-05-12,10.5465033,2025-05-14,10.397961,-0.014484507042253427,0.08281381162907821,ema50_break or macd_dead,9.83530398792857,9.83530398792857
601360,S1,2025-05-13,10.397961,2025-05-15,10.41776664,0.001504761904761858,0.08045447566405642,ema50_break or macd_dead,9.733184693399998,9.733184693399998
601360,S1,2025-05-14,10.41776664,2025-05-16,10.1999046,-0.02131254752851711,0.08934762054837683,ema50_break or macd_dead,9.84412457117143,9.84412457117143
601360,S1,2025-05-15,10.1999046,2025-05-19,10.16029332,-0.004283495145631147,0.08899654489788382,ema50_break or macd_dead,9.664239845871428,9.664239845871428
601360,S1,2025-05-16,10.16029332,2025-05-20,10.16029332,-0.0004,0.0894966823110535,ema50_break or macd_dead,9.602007695614285,9.602007695614285
601360,S1,2025-05-19,10.16029332,2025-05-21,10.20980742,0.0044732943469787,0.09007142946810771,ema50_break or macd_dead,9.586927115442856,9.586927115442856
601360,S1,2025-05-20,10.20980742,2025-05-22,10.07116794,-0.013979049466537356,0.09030790194141977,ema50_break or macd_dead,9.653884325528571,9.653884325528571
601360,S2,2025-06-09,10.57,2025-06-16,9.9,-0.06378694418164615,0.2,hit_stop,9.9889831193,9.9889831193
601366,S3,2025-04-07,4.3606185,2025-04-15,4.7588485,0.09092420091324198,0.13540738099482988,mean_revert_tp,4.1612474950000005,4.1612474950000005
601369,S3,2024-08-20,7.245118,2024-09-04,7.4703041,0.030681081081081103,0.1424955985915493,mean_revert_tp,6.990895481142857,6.990895481142857
601369,S2,2025-03-13,8.5,2025-04-08,8.07,-0.05098823529411761,0.2,hit_stop,8.033150000000001,8.49285778778766
601369,S1,2025-05-14,8.64,2025-05-26,8.54,-0.011974074074074238,0.1533388918365798,ema50_break or macd_dead,8.387292857142857,8.387292857142857
601369,S2,2025-06-10,8.85,2025-06-24,8.75,-0.011699435028248547,0.2,hit_stop,8.538264285714286,8.750649746183125
601377,S1,2025-04-28,5.83,2025-04-30,5.81,-0.0038305317324186044,0.1894350833217285,ema50_break or macd_dead,5.676121428571428,5.676121428571428
601377,S1,2025-04-29,5.81,2025-05-06,5.81,-0.0004,0.2,ema50_break or macd_dead,5.667592857142857,5.667592857142857
601377,S1,2025-04-30,5.81,2025-05-07,5.94,0.021975215146299618,0.2,ema50_break or macd_dead,5.658328571428571,5.658328571428571
601377,S1,2025-05-06,5.94,2025-05-08,5.86,-0.013868013468013479,0.2,ema50_break or macd_dead,5.709521428571429,5.709521428571429
601377,S1,2025-05-07,5.86,2025-05-12,5.86,-0.0004,0.2,ema50_break or macd_dead,5.7463999999999995,5.7463999999999995
601377,S1,2025-05-09,5.86,2025-05-14,5.86,-0.0004,0.2,hit_stop,5.698785714285714,5.851049153468908
